program_administrator,fuel_type_funding_source,portfolio,primary_end_use_sector,program_name,nys_clean_heat,new_efficiency_new_york,lmi_market_rate,active_inactive,year,reporting_period,expenditures,reductions,participants
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2024,2024 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2024,2024 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2024,2024 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2024,2024 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2025,2025 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2025,2025 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2025,2025 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2025,2025 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2026,2026 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2026,2026 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2026,2026 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2026,2026 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2027,2027 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2027,2027 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2027,2027 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2027,2027 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2028,2028 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2028,2028 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2028,2028 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2028,2028 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2029,2029 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2029,2029 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2029,2029 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2029,2029 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2030,2030 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2030,2030 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2030,2030 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Municipal Streetlight,No,Yes,Market Rate,Active,2030,2030 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2015,2015 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2015,2015 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2015,2015 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2015,2015 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2016,2016 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2016,2016 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2016,2016 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2016,2016 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2017,2017 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2017,2017 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2017,2017 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2017,2017 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2018,2018 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2018,2018 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2018,2018 Q3,291459.87,19729.84,56
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2018,2018 Q4,851853.24,64867.58,352
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2019,2019 Q1,391545,15407.04,56
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2019,2019 Q2,305625,35296.23,172
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2019,2019 Q3,291463,14537.09,120
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2019,2019 Q4,359200,22747.28,138
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2020,2020 Q1,243769,11804.89,30
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2020,2020 Q2,94037.8,4440.9,6
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2020,2020 Q3,303662,24879.56,25
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2020,2020 Q4,379850,30177.92,43
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2021,2021 Q1,128138,3372.71,7
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2021,2021 Q2,200932,15893.02,16
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2021,2021 Q3,182386,11127.82,27
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2021,2021 Q4,145214,9877.2,22
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2022,2022 Q1,74730,3773.13,18
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2022,2022 Q2,118723,12281.18,19
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2022,2022 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2022,2022 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2023,2023 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2023,2023 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2023,2023 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2023,2023 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2024,2024 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2024,2024 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2024,2024 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2024,2024 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2025,2025 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2025,2025 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2025,2025 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2025,2025 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2026,2026 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2026,2026 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2026,2026 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2026,2026 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2027,2027 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2027,2027 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2027,2027 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2027,2027 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2028,2028 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2028,2028 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2028,2028 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2028,2028 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2029,2029 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2029,2029 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2029,2029 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2029,2029 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2030,2030 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2030,2030 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2030,2030 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Prescriptive Electric,No,Yes,Market Rate,Active,2030,2030 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2015,2015 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2015,2015 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2015,2015 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2015,2015 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2016,2016 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2016,2016 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2016,2016 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2016,2016 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2017,2017 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2017,2017 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2017,2017 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2017,2017 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2018,2018 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2018,2018 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2018,2018 Q3,804251.56,36406.78,150
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2018,2018 Q4,1552264.08,70361.02,309
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2019,2019 Q1,1895219,42427.94,301
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2019,2019 Q2,852652,25245.79,187
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2019,2019 Q3,408887,12204.44,151
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2019,2019 Q4,54457,7930.96,50
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2020,2020 Q1,535398,13589.05,99
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2020,2020 Q2,212530,4792.5,34
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2020,2020 Q3,2235345,37019.66,314
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2020,2020 Q4,962644,23459.32,113
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2021,2021 Q1,527533,14729.97,78
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2021,2021 Q2,851622,22447.84,107
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2021,2021 Q3,646169,18396.54,79
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2021,2021 Q4,1049113,25734.32,125
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2022,2022 Q1,1211747,21064.48,63
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2022,2022 Q2,170742,12083.88,51
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2022,2022 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2022,2022 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2023,2023 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2023,2023 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2023,2023 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2023,2023 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2024,2024 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2024,2024 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2024,2024 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2024,2024 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2025,2025 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2025,2025 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2025,2025 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2025,2025 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2026,2026 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2026,2026 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2026,2026 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2026,2026 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2027,2027 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2027,2027 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2027,2027 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2027,2027 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2028,2028 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2028,2028 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2028,2028 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2028,2028 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2029,2029 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2029,2029 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2029,2029 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2029,2029 Q4,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2030,2030 Q1,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2030,2030 Q2,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2030,2030 Q3,0,0,0
CenHud,Electric,EE Portfolio,Commercial,Small Business Direct Install,No,Yes,Market Rate,Active,2030,2030 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2015,2015 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2015,2015 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2015,2015 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2015,2015 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2016,2016 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2016,2016 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2016,2016 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2016,2016 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2017,2017 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2017,2017 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2017,2017 Q3,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2017,2017 Q4,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2018,2018 Q1,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2018,2018 Q2,0,0,NA
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2018,2018 Q3,78147,826.77,261
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2018,2018 Q4,57796,687.43,358
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2019,2019 Q1,35360,416.76,224
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2019,2019 Q2,45314,809.01,283
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2019,2019 Q3,72273,1046.81,421
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2019,2019 Q4,55140,1023.04,343
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2020,2020 Q1,48263,747.72,287
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2020,2020 Q2,91066,1005.13,396
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2020,2020 Q3,213175,2539.79,1023
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2020,2020 Q4,117243,1407.85,554
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2021,2021 Q1,99985,1262.87,386
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2021,2021 Q2,130394,1603.87,621
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2021,2021 Q3,119837,1443.95,559
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2021,2021 Q4,177202,1848.46,718
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2022,2022 Q1,108024,1267.44,146
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2022,2022 Q2,133066,1595.95,635
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2022,2022 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2022,2022 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2023,2023 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2023,2023 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2023,2023 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2023,2023 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2024,2024 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2024,2024 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2024,2024 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2024,2024 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2025,2025 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2025,2025 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2025,2025 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2025,2025 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2026,2026 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2026,2026 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2026,2026 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2026,2026 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2027,2027 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2027,2027 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2027,2027 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2027,2027 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2028,2028 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2028,2028 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2028,2028 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2028,2028 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2029,2029 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2029,2029 Q2,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2029,2029 Q3,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2029,2029 Q4,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2030,2030 Q1,0,0,0
CenHud,Electric,EE Portfolio,Residential,Appliance Recycling,No,Yes,Market Rate,Active,2030,2030 Q2,0,0,0
